,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
290,2012Q3,S08000019,Colorectal,80,72,2.0,0.0,299090.0,0.0,0.0,0.0
291,2012Q3,S08000019,Head & Neck,34,34,2.0,0.0,299090.0,0.0,0.0,0.0
292,2012Q3,S08000019,Lung,126,126,2.0,0.0,299090.0,0.0,0.0,0.0
293,2012Q3,S08000019,Lymphoma,22,22,2.0,0.0,299090.0,0.0,0.0,0.0
294,2012Q3,S08000019,Melanoma,24,24,2.0,0.0,299090.0,0.0,0.0,0.0
295,2012Q3,S08000019,Ovarian,8,8,2.0,0.0,299090.0,0.0,0.0,0.0
296,2012Q3,S08000019,Upper GI,74,74,2.0,0.0,299090.0,0.0,0.0,0.0
297,2012Q3,S08000019,Urological,100,92,2.0,0.0,299090.0,0.0,0.0,0.0
298,2012Q3,S08000020,Breast,242,242,2.0,0.0,573400.0,0.0,0.0,0.0
299,2012Q3,S08000020,Cervical,10,10,2.0,0.0,573400.0,0.0,0.0,0.0
300,2012Q3,S08000020,Colorectal,202,194,2.0,0.0,573400.0,0.0,0.0,0.0
301,2012Q3,S08000020,Head & Neck,52,48,2.0,0.0,573400.0,0.0,0.0,0.0
302,2012Q3,S08000020,Lung,170,170,2.0,0.0,573400.0,0.0,0.0,0.0
303,2012Q3,S08000020,Lymphoma,46,46,2.0,0.0,573400.0,0.0,0.0,0.0
304,2012Q3,S08000020,Melanoma,54,54,2.0,0.0,573400.0,0.0,0.0,0.0
305,2012Q3,S08000020,Ovarian,16,16,2.0,0.0,573400.0,0.0,0.0,0.0
306,2012Q3,S08000020,Upper GI,74,72,2.0,0.0,573400.0,0.0,0.0,0.0
307,2012Q3,S08000020,Urological,216,204,2.0,0.0,573400.0,0.0,0.0,0.0
308,2012Q3,S08000022,Breast,152,144,2.0,0.0,319800.0,0.0,0.0,0.0
309,2012Q3,S08000022,Colorectal,78,76,2.0,0.0,319800.0,0.0,0.0,0.0
310,2012Q3,S08000022,Head & Neck,40,34,2.0,0.0,319800.0,0.0,0.0,0.0
311,2012Q3,S08000022,Lung,94,94,2.0,0.0,319800.0,0.0,0.0,0.0
312,2012Q3,S08000022,Lymphoma,34,32,2.0,0.0,319800.0,0.0,0.0,0.0
313,2012Q3,S08000022,Melanoma,80,80,2.0,0.0,319800.0,0.0,0.0,0.0
314,2012Q3,S08000022,Ovarian,18,18,2.0,0.0,319800.0,0.0,0.0,0.0
315,2012Q3,S08000022,Upper GI,66,66,2.0,0.0,319800.0,0.0,0.0,0.0
316,2012Q3,S08000022,Urological,128,112,2.0,0.0,319800.0,0.0,0.0,0.0
317,2012Q3,S08000024,Breast,350,350,2.0,0.0,843740.0,0.0,0.0,0.0
318,2012Q3,S08000024,Cervical,22,22,2.0,0.0,843740.0,0.0,0.0,0.0
319,2012Q3,S08000024,Colorectal,208,196,2.0,0.0,843740.0,0.0,0.0,0.0
320,2012Q3,S08000024,Head & Neck,86,86,2.0,0.0,843740.0,0.0,0.0,0.0
321,2012Q3,S08000024,Lung,302,298,2.0,0.0,843740.0,0.0,0.0,0.0
322,2012Q3,S08000024,Lymphoma,98,98,2.0,0.0,843740.0,0.0,0.0,0.0
323,2012Q3,S08000024,Melanoma,90,90,2.0,0.0,843740.0,0.0,0.0,0.0
324,2012Q3,S08000024,Ovarian,46,36,2.0,0.0,843740.0,0.0,0.0,0.0
325,2012Q3,S08000024,Upper GI,152,150,2.0,0.0,843740.0,0.0,0.0,0.0
326,2012Q3,S08000024,Urological,308,292,2.0,0.0,843740.0,0.0,0.0,0.0
327,2012Q3,S08000025,Breast,2,2,2.0,0.0,21530.0,0.0,0.0,0.0
328,2012Q3,S08000025,Colorectal,4,4,2.0,0.0,21530.0,0.0,0.0,0.0
329,2012Q3,S08000025,Lung,4,4,2.0,0.0,21530.0,0.0,0.0,0.0
330,2012Q3,S08000025,Lymphoma,2,2,2.0,0.0,21530.0,0.0,0.0,0.0
331,2012Q3,S08000025,Urological,4,4,2.0,0.0,21530.0,0.0,0.0,0.0
332,2012Q3,S08000026,Breast,12,12,2.0,0.0,23210.0,0.0,0.0,0.0
333,2012Q3,S08000026,Colorectal,2,2,2.0,0.0,23210.0,0.0,0.0,0.0
334,2012Q3,S08000026,Lung,6,6,2.0,0.0,23210.0,0.0,0.0,0.0
335,2012Q3,S08000026,Melanoma,2,2,2.0,0.0,23210.0,0.0,0.0,0.0
336,2012Q3,S08000026,Ovarian,2,2,2.0,0.0,23210.0,0.0,0.0,0.0
337,2012Q3,S08000026,Upper GI,4,4,2.0,0.0,23210.0,0.0,0.0,0.0
338,2012Q3,S08000026,Urological,4,4,2.0,0.0,23210.0,0.0,0.0,0.0
339,2012Q3,S08000028,Cervical,2,2,2.0,0.0,27560.0,0.0,0.0,0.0
340,2012Q3,S08000028,Colorectal,14,12,2.0,0.0,27560.0,0.0,0.0,0.0
341,2012Q3,S08000028,Head & Neck,6,4,2.0,0.0,27560.0,0.0,0.0,0.0
342,2012Q3,S08000028,Lung,8,8,2.0,0.0,27560.0,0.0,0.0,0.0
343,2012Q3,S08000028,Melanoma,2,2,2.0,0.0,27560.0,0.0,0.0,0.0
344,2012Q3,S08000028,Urological,8,8,2.0,0.0,27560.0,0.0,0.0,0.0
345,2012Q3,S08000029,Breast,94,94,2.0,0.0,366210.0,0.0,0.0,0.0
346,2012Q3,S08000029,Cervical,8,8,2.0,0.0,366210.0,0.0,0.0,0.0
347,2012Q3,S08000029,Colorectal,124,122,2.0,0.0,366210.0,0.0,0.0,0.0
348,2012Q3,S08000029,Head & Neck,30,28,2.0,0.0,366210.0,0.0,0.0,0.0
349,2012Q3,S08000029,Lung,172,172,2.0,0.0,366210.0,0.0,0.0,0.0
350,2012Q3,S08000029,Lymphoma,20,20,2.0,0.0,366210.0,0.0,0.0,0.0
351,2012Q3,S08000029,Melanoma,44,42,2.0,0.0,366210.0,0.0,0.0,0.0
352,2012Q3,S08000029,Ovarian,20,18,2.0,0.0,366210.0,0.0,0.0,0.0
353,2012Q3,S08000029,Upper GI,86,86,2.0,0.0,366210.0,0.0,0.0,0.0
354,2012Q3,S08000029,Urological,184,174,2.0,0.0,366210.0,0.0,0.0,0.0
355,2012Q3,S08000030,Breast,206,204,2.0,0.0,411740.0,0.0,0.0,0.0
356,2012Q3,S08000030,Cervical,4,4,2.0,0.0,411740.0,0.0,0.0,0.0
357,2012Q3,S08000030,Colorectal,140,140,2.0,0.0,411740.0,0.0,0.0,0.0
358,2012Q3,S08000030,Head & Neck,50,48,2.0,0.0,411740.0,0.0,0.0,0.0
359,2012Q3,S08000030,Lung,148,148,2.0,0.0,411740.0,0.0,0.0,0.0
360,2012Q3,S08000030,Lymphoma,42,42,2.0,0.0,411740.0,0.0,0.0,0.0
361,2012Q3,S08000030,Melanoma,66,58,2.0,0.0,411740.0,0.0,0.0,0.0
362,2012Q3,S08000030,Ovarian,30,30,2.0,0.0,411740.0,0.0,0.0,0.0
363,2012Q3,S08000030,Upper GI,102,102,2.0,0.0,411740.0,0.0,0.0,0.0
364,2012Q3,S08000030,Urological,204,192,2.0,0.0,411740.0,0.0,0.0,0.0
365,2012Q3,S08000031,Breast,586,582,2.0,0.0,1137320.0,0.0,0.0,0.0
366,2012Q3,S08000031,Cervical,16,14,2.0,0.0,1137320.0,0.0,0.0,0.0
367,2012Q3,S08000031,Colorectal,388,380,2.0,0.0,1137320.0,0.0,0.0,0.0
368,2012Q3,S08000031,Head & Neck,206,198,2.0,0.0,1137320.0,0.0,0.0,0.0
369,2012Q3,S08000031,Lung,560,556,2.0,0.0,1137320.0,0.0,0.0,0.0
370,2012Q3,S08000031,Lymphoma,108,108,2.0,0.0,1137320.0,0.0,0.0,0.0
371,2012Q3,S08000031,Melanoma,108,106,2.0,0.0,1137320.0,0.0,0.0,0.0
372,2012Q3,S08000031,Ovarian,8,8,2.0,0.0,1137320.0,0.0,0.0,0.0
373,2012Q3,S08000031,Upper GI,304,302,2.0,0.0,1137320.0,0.0,0.0,0.0
374,2012Q3,S08000031,Urological,560,522,2.0,0.0,1137320.0,0.0,0.0,0.0
375,2012Q3,S08000032,Breast,146,146,2.0,0.0,652220.0,0.0,0.0,0.0
376,2012Q3,S08000032,Cervical,18,16,2.0,0.0,652220.0,0.0,0.0,0.0
377,2012Q3,S08000032,Colorectal,136,136,2.0,0.0,652220.0,0.0,0.0,0.0
378,2012Q3,S08000032,Head & Neck,36,36,2.0,0.0,652220.0,0.0,0.0,0.0
379,2012Q3,S08000032,Lung,192,190,2.0,0.0,652220.0,0.0,0.0,0.0
380,2012Q3,S08000032,Lymphoma,50,50,2.0,0.0,652220.0,0.0,0.0,0.0
381,2012Q3,S08000032,Melanoma,58,52,2.0,0.0,652220.0,0.0,0.0,0.0
382,2012Q3,S08000032,Ovarian,24,24,2.0,0.0,652220.0,0.0,0.0,0.0
383,2012Q3,S08000032,Upper GI,118,116,2.0,0.0,652220.0,0.0,0.0,0.0
384,2012Q3,S08000032,Urological,166,156,2.0,0.0,652220.0,0.0,0.0,0.0
385,2012Q4,S08000015,Breast,180,178,3.0,0.0,373220.0,0.0,0.0,0.0
386,2012Q4,S08000015,Cervical,4,4,3.0,0.0,373220.0,0.0,0.0,0.0
387,2012Q4,S08000015,Colorectal,160,152,3.0,0.0,373220.0,0.0,0.0,0.0
388,2012Q4,S08000015,Head & Neck,32,30,3.0,0.0,373220.0,0.0,0.0,0.0
389,2012Q4,S08000015,Lung,164,164,3.0,0.0,373220.0,0.0,0.0,0.0
390,2012Q4,S08000015,Lymphoma,10,10,3.0,0.0,373220.0,0.0,0.0,0.0
391,2012Q4,S08000015,Melanoma,32,32,3.0,0.0,373220.0,0.0,0.0,0.0
392,2012Q4,S08000015,Ovarian,8,8,3.0,0.0,373220.0,0.0,0.0,0.0
393,2012Q4,S08000015,Upper GI,96,96,3.0,0.0,373220.0,0.0,0.0,0.0
394,2012Q4,S08000015,Urological,196,194,3.0,0.0,373220.0,0.0,0.0,0.0
395,2012Q4,S08000016,Breast,48,48,3.0,0.0,113720.0,0.0,0.0,0.0
396,2012Q4,S08000016,Cervical,2,2,3.0,0.0,113720.0,0.0,0.0,0.0
397,2012Q4,S08000016,Colorectal,34,34,3.0,0.0,113720.0,0.0,0.0,0.0
398,2012Q4,S08000016,Head & Neck,6,6,3.0,0.0,113720.0,0.0,0.0,0.0
399,2012Q4,S08000016,Lung,42,42,3.0,0.0,113720.0,0.0,0.0,0.0
400,2012Q4,S08000016,Lymphoma,36,36,3.0,0.0,113720.0,0.0,0.0,0.0
401,2012Q4,S08000016,Melanoma,10,10,3.0,0.0,113720.0,0.0,0.0,0.0
402,2012Q4,S08000016,Ovarian,14,14,3.0,0.0,113720.0,0.0,0.0,0.0
403,2012Q4,S08000016,Upper GI,34,34,3.0,0.0,113720.0,0.0,0.0,0.0
404,2012Q4,S08000016,Urological,30,30,3.0,0.0,113720.0,0.0,0.0,0.0
405,2012Q4,S08000017,Breast,46,46,3.0,0.0,150840.0,0.0,0.0,0.0
406,2012Q4,S08000017,Cervical,4,4,3.0,0.0,150840.0,0.0,0.0,0.0
407,2012Q4,S08000017,Colorectal,68,68,3.0,0.0,150840.0,0.0,0.0,0.0
408,2012Q4,S08000017,Head & Neck,22,22,3.0,0.0,150840.0,0.0,0.0,0.0
409,2012Q4,S08000017,Lung,62,62,3.0,0.0,150840.0,0.0,0.0,0.0
410,2012Q4,S08000017,Lymphoma,8,8,3.0,0.0,150840.0,0.0,0.0,0.0
411,2012Q4,S08000017,Melanoma,12,12,3.0,0.0,150840.0,0.0,0.0,0.0
412,2012Q4,S08000017,Ovarian,8,8,3.0,0.0,150840.0,0.0,0.0,0.0
413,2012Q4,S08000017,Upper GI,30,28,3.0,0.0,150840.0,0.0,0.0,0.0
414,2012Q4,S08000017,Urological,96,92,3.0,0.0,150840.0,0.0,0.0,0.0
415,2012Q4,S08000019,Breast,84,84,3.0,0.0,299090.0,0.0,0.0,0.0
416,2012Q4,S08000019,Cervical,6,4,3.0,0.0,299090.0,0.0,0.0,0.0
417,2012Q4,S08000019,Colorectal,104,98,3.0,0.0,299090.0,0.0,0.0,0.0
418,2012Q4,S08000019,Head & Neck,38,38,3.0,0.0,299090.0,0.0,0.0,0.0
419,2012Q4,S08000019,Lung,118,118,3.0,0.0,299090.0,0.0,0.0,0.0
420,2012Q4,S08000019,Lymphoma,26,26,3.0,0.0,299090.0,0.0,0.0,0.0
421,2012Q4,S08000019,Melanoma,30,30,3.0,0.0,299090.0,0.0,0.0,0.0
422,2012Q4,S08000019,Ovarian,14,14,3.0,0.0,299090.0,0.0,0.0,0.0
423,2012Q4,S08000019,Upper GI,72,72,3.0,0.0,299090.0,0.0,0.0,0.0
424,2012Q4,S08000019,Urological,92,92,3.0,0.0,299090.0,0.0,0.0,0.0
425,2012Q4,S08000020,Breast,248,248,3.0,0.0,573400.0,0.0,0.0,0.0
426,2012Q4,S08000020,Cervical,10,10,3.0,0.0,573400.0,0.0,0.0,0.0
427,2012Q4,S08000020,Colorectal,150,150,3.0,0.0,573400.0,0.0,0.0,0.0
428,2012Q4,S08000020,Head & Neck,44,42,3.0,0.0,573400.0,0.0,0.0,0.0
429,2012Q4,S08000020,Lung,148,148,3.0,0.0,573400.0,0.0,0.0,0.0
430,2012Q4,S08000020,Lymphoma,30,30,3.0,0.0,573400.0,0.0,0.0,0.0
431,2012Q4,S08000020,Melanoma,56,54,3.0,0.0,573400.0,0.0,0.0,0.0
432,2012Q4,S08000020,Ovarian,14,14,3.0,0.0,573400.0,0.0,0.0,0.0
433,2012Q4,S08000020,Upper GI,106,106,3.0,0.0,573400.0,0.0,0.0,0.0
434,2012Q4,S08000020,Urological,262,250,3.0,0.0,573400.0,0.0,0.0,0.0
435,2012Q4,S08000022,Breast,138,134,3.0,0.0,319800.0,0.0,0.0,0.0
436,2012Q4,S08000022,Cervical,2,2,3.0,0.0,319800.0,0.0,0.0,0.0
437,2012Q4,S08000022,Colorectal,102,96,3.0,0.0,319800.0,0.0,0.0,0.0
438,2012Q4,S08000022,Head & Neck,32,28,3.0,0.0,319800.0,0.0,0.0,0.0
439,2012Q4,S08000022,Lung,122,114,3.0,0.0,319800.0,0.0,0.0,0.0
440,2012Q4,S08000022,Lymphoma,38,36,3.0,0.0,319800.0,0.0,0.0,0.0
441,2012Q4,S08000022,Melanoma,34,34,3.0,0.0,319800.0,0.0,0.0,0.0
442,2012Q4,S08000022,Ovarian,8,8,3.0,0.0,319800.0,0.0,0.0,0.0
443,2012Q4,S08000022,Upper GI,58,58,3.0,0.0,319800.0,0.0,0.0,0.0
444,2012Q4,S08000022,Urological,100,94,3.0,0.0,319800.0,0.0,0.0,0.0
445,2012Q4,S08000024,Breast,424,424,3.0,0.0,843740.0,0.0,0.0,0.0
446,2012Q4,S08000024,Cervical,14,14,3.0,0.0,843740.0,0.0,0.0,0.0
447,2012Q4,S08000024,Colorectal,290,282,3.0,0.0,843740.0,0.0,0.0,0.0
448,2012Q4,S08000024,Head & Neck,86,86,3.0,0.0,843740.0,0.0,0.0,0.0
449,2012Q4,S08000024,Lung,276,274,3.0,0.0,843740.0,0.0,0.0,0.0
450,2012Q4,S08000024,Lymphoma,68,68,3.0,0.0,843740.0,0.0,0.0,0.0
451,2012Q4,S08000024,Melanoma,72,70,3.0,0.0,843740.0,0.0,0.0,0.0
452,2012Q4,S08000024,Ovarian,20,20,3.0,0.0,843740.0,0.0,0.0,0.0
453,2012Q4,S08000024,Upper GI,222,222,3.0,0.0,843740.0,0.0,0.0,0.0
454,2012Q4,S08000024,Urological,322,312,3.0,0.0,843740.0,0.0,0.0,0.0
455,2012Q4,S08000025,Breast,4,4,3.0,0.0,21530.0,0.0,0.0,0.0
456,2012Q4,S08000025,Colorectal,2,2,3.0,0.0,21530.0,0.0,0.0,0.0
457,2012Q4,S08000025,Lung,2,2,3.0,0.0,21530.0,0.0,0.0,0.0
458,2012Q4,S08000025,Melanoma,4,4,3.0,0.0,21530.0,0.0,0.0,0.0
459,2012Q4,S08000025,Ovarian,2,2,3.0,0.0,21530.0,0.0,0.0,0.0
460,2012Q4,S08000025,Upper GI,6,6,3.0,0.0,21530.0,0.0,0.0,0.0
461,2012Q4,S08000026,Colorectal,28,28,3.0,0.0,23210.0,0.0,0.0,0.0
462,2012Q4,S08000026,Head & Neck,2,2,3.0,0.0,23210.0,0.0,0.0,0.0
463,2012Q4,S08000026,Lung,6,6,3.0,0.0,23210.0,0.0,0.0,0.0
464,2012Q4,S08000026,Lymphoma,6,6,3.0,0.0,23210.0,0.0,0.0,0.0
465,2012Q4,S08000026,Melanoma,2,2,3.0,0.0,23210.0,0.0,0.0,0.0
466,2012Q4,S08000026,Upper GI,8,8,3.0,0.0,23210.0,0.0,0.0,0.0
467,2012Q4,S08000026,Urological,16,16,3.0,0.0,23210.0,0.0,0.0,0.0
468,2012Q4,S08000028,Colorectal,10,8,3.0,0.0,27560.0,0.0,0.0,0.0
469,2012Q4,S08000028,Head & Neck,2,2,3.0,0.0,27560.0,0.0,0.0,0.0
470,2012Q4,S08000028,Lung,10,10,3.0,0.0,27560.0,0.0,0.0,0.0
471,2012Q4,S08000028,Lymphoma,4,4,3.0,0.0,27560.0,0.0,0.0,0.0
472,2012Q4,S08000028,Melanoma,4,4,3.0,0.0,27560.0,0.0,0.0,0.0
473,2012Q4,S08000028,Ovarian,2,2,3.0,0.0,27560.0,0.0,0.0,0.0
474,2012Q4,S08000028,Upper GI,8,8,3.0,0.0,27560.0,0.0,0.0,0.0
475,2012Q4,S08000028,Urological,10,10,3.0,0.0,27560.0,0.0,0.0,0.0
476,2012Q4,S08000029,Breast,80,80,3.0,0.0,366210.0,0.0,0.0,0.0
477,2012Q4,S08000029,Cervical,8,8,3.0,0.0,366210.0,0.0,0.0,0.0
478,2012Q4,S08000029,Colorectal,90,90,3.0,0.0,366210.0,0.0,0.0,0.0
479,2012Q4,S08000029,Head & Neck,30,28,3.0,0.0,366210.0,0.0,0.0,0.0
480,2012Q4,S08000029,Lung,128,126,3.0,0.0,366210.0,0.0,0.0,0.0
481,2012Q4,S08000029,Lymphoma,28,26,3.0,0.0,366210.0,0.0,0.0,0.0
482,2012Q4,S08000029,Melanoma,28,28,3.0,0.0,366210.0,0.0,0.0,0.0
483,2012Q4,S08000029,Ovarian,24,24,3.0,0.0,366210.0,0.0,0.0,0.0
484,2012Q4,S08000029,Upper GI,60,60,3.0,0.0,366210.0,0.0,0.0,0.0
485,2012Q4,S08000029,Urological,172,168,3.0,0.0,366210.0,0.0,0.0,0.0
486,2012Q4,S08000030,Breast,210,210,3.0,0.0,411740.0,0.0,0.0,0.0
487,2012Q4,S08000030,Cervical,8,8,3.0,0.0,411740.0,0.0,0.0,0.0
488,2012Q4,S08000030,Colorectal,130,126,3.0,0.0,411740.0,0.0,0.0,0.0
489,2012Q4,S08000030,Head & Neck,42,42,3.0,0.0,411740.0,0.0,0.0,0.0
490,2012Q4,S08000030,Lung,164,162,3.0,0.0,411740.0,0.0,0.0,0.0
491,2012Q4,S08000030,Lymphoma,36,36,3.0,0.0,411740.0,0.0,0.0,0.0
492,2012Q4,S08000030,Melanoma,62,56,3.0,0.0,411740.0,0.0,0.0,0.0
493,2012Q4,S08000030,Ovarian,24,24,3.0,0.0,411740.0,0.0,0.0,0.0
494,2012Q4,S08000030,Upper GI,102,102,3.0,0.0,411740.0,0.0,0.0,0.0
495,2012Q4,S08000030,Urological,210,198,3.0,0.0,411740.0,0.0,0.0,0.0
496,2012Q4,S08000031,Breast,766,762,3.0,0.0,1137320.0,0.0,0.0,0.0
497,2012Q4,S08000031,Cervical,16,16,3.0,0.0,1137320.0,0.0,0.0,0.0
498,2012Q4,S08000031,Colorectal,366,354,3.0,0.0,1137320.0,0.0,0.0,0.0
499,2012Q4,S08000031,Head & Neck,172,172,3.0,0.0,1137320.0,0.0,0.0,0.0
500,2012Q4,S08000031,Lung,630,630,3.0,0.0,1137320.0,0.0,0.0,0.0
501,2012Q4,S08000031,Lymphoma,122,122,3.0,0.0,1137320.0,0.0,0.0,0.0
502,2012Q4,S08000031,Melanoma,100,100,3.0,0.0,1137320.0,0.0,0.0,0.0
503,2012Q4,S08000031,Ovarian,14,14,3.0,0.0,1137320.0,0.0,0.0,0.0
504,2012Q4,S08000031,Upper GI,302,302,3.0,0.0,1137320.0,0.0,0.0,0.0
505,2012Q4,S08000031,Urological,582,556,3.0,0.0,1137320.0,0.0,0.0,0.0
506,2012Q4,S08000032,Breast,144,144,3.0,0.0,652220.0,0.0,0.0,0.0
507,2012Q4,S08000032,Cervical,24,20,3.0,0.0,652220.0,0.0,0.0,0.0
508,2012Q4,S08000032,Colorectal,156,154,3.0,0.0,652220.0,0.0,0.0,0.0
509,2012Q4,S08000032,Head & Neck,54,54,3.0,0.0,652220.0,0.0,0.0,0.0
510,2012Q4,S08000032,Lung,180,180,3.0,0.0,652220.0,0.0,0.0,0.0
511,2012Q4,S08000032,Lymphoma,52,52,3.0,0.0,652220.0,0.0,0.0,0.0
512,2012Q4,S08000032,Melanoma,56,52,3.0,0.0,652220.0,0.0,0.0,0.0
513,2012Q4,S08000032,Ovarian,28,26,3.0,0.0,652220.0,0.0,0.0,0.0
514,2012Q4,S08000032,Upper GI,96,94,3.0,0.0,652220.0,0.0,0.0,0.0
515,2012Q4,S08000032,Urological,214,190,3.0,0.0,652220.0,0.0,0.0,0.0
516,2013Q1,S08000015,Breast,178,176,4.0,0.0,372240.0,0.0,0.0,0.0
517,2013Q1,S08000015,Cervical,4,4,4.0,0.0,372240.0,0.0,0.0,0.0
518,2013Q1,S08000015,Colorectal,124,124,4.0,0.0,372240.0,0.0,0.0,0.0
519,2013Q1,S08000015,Head & Neck,36,34,4.0,0.0,372240.0,0.0,0.0,0.0
520,2013Q1,S08000015,Lung,186,184,4.0,0.0,372240.0,0.0,0.0,0.0
521,2013Q1,S08000015,Lymphoma,20,20,4.0,0.0,372240.0,0.0,0.0,0.0
522,2013Q1,S08000015,Melanoma,34,34,4.0,0.0,372240.0,0.0,0.0,0.0
523,2013Q1,S08000015,Ovarian,8,8,4.0,0.0,372240.0,0.0,0.0,0.0
524,2013Q1,S08000015,Upper GI,90,88,4.0,0.0,372240.0,0.0,0.0,0.0
525,2013Q1,S08000015,Urological,220,210,4.0,0.0,372240.0,0.0,0.0,0.0
526,2013Q1,S08000016,Breast,46,46,4.0,0.0,113880.0,0.0,0.0,0.0
527,2013Q1,S08000016,Cervical,2,2,4.0,0.0,113880.0,0.0,0.0,0.0
528,2013Q1,S08000016,Colorectal,28,28,4.0,0.0,113880.0,0.0,0.0,0.0
529,2013Q1,S08000016,Head & Neck,14,14,4.0,0.0,113880.0,0.0,0.0,0.0
530,2013Q1,S08000016,Lung,36,36,4.0,0.0,113880.0,0.0,0.0,0.0
531,2013Q1,S08000016,Lymphoma,16,16,4.0,0.0,113880.0,0.0,0.0,0.0
532,2013Q1,S08000016,Melanoma,14,14,4.0,0.0,113880.0,0.0,0.0,0.0
533,2013Q1,S08000016,Ovarian,24,24,4.0,0.0,113880.0,0.0,0.0,0.0
534,2013Q1,S08000016,Upper GI,38,38,4.0,0.0,113880.0,0.0,0.0,0.0
535,2013Q1,S08000016,Urological,60,60,4.0,0.0,113880.0,0.0,0.0,0.0
536,2013Q1,S08000017,Breast,56,56,4.0,0.0,150280.0,0.0,0.0,0.0
537,2013Q1,S08000017,Cervical,6,6,4.0,0.0,150280.0,0.0,0.0,0.0
538,2013Q1,S08000017,Colorectal,46,46,4.0,0.0,150280.0,0.0,0.0,0.0
539,2013Q1,S08000017,Head & Neck,6,6,4.0,0.0,150280.0,0.0,0.0,0.0
540,2013Q1,S08000017,Lung,46,46,4.0,0.0,150280.0,0.0,0.0,0.0
541,2013Q1,S08000017,Lymphoma,26,26,4.0,0.0,150280.0,0.0,0.0,0.0
542,2013Q1,S08000017,Melanoma,22,22,4.0,0.0,150280.0,0.0,0.0,0.0
543,2013Q1,S08000017,Ovarian,12,10,4.0,0.0,150280.0,0.0,0.0,0.0
544,2013Q1,S08000017,Upper GI,42,42,4.0,0.0,150280.0,0.0,0.0,0.0
545,2013Q1,S08000017,Urological,94,90,4.0,0.0,150280.0,0.0,0.0,0.0
546,2013Q1,S08000019,Breast,76,72,4.0,0.0,299670.0,0.0,0.0,0.0
547,2013Q1,S08000019,Cervical,4,4,4.0,0.0,299670.0,0.0,0.0,0.0
548,2013Q1,S08000019,Colorectal,116,110,4.0,0.0,299670.0,0.0,0.0,0.0
549,2013Q1,S08000019,Head & Neck,20,18,4.0,0.0,299670.0,0.0,0.0,0.0
550,2013Q1,S08000019,Lung,88,86,4.0,0.0,299670.0,0.0,0.0,0.0
551,2013Q1,S08000019,Lymphoma,18,18,4.0,0.0,299670.0,0.0,0.0,0.0
552,2013Q1,S08000019,Melanoma,24,24,4.0,0.0,299670.0,0.0,0.0,0.0
553,2013Q1,S08000019,Ovarian,6,6,4.0,0.0,299670.0,0.0,0.0,0.0
554,2013Q1,S08000019,Upper GI,68,68,4.0,0.0,299670.0,0.0,0.0,0.0
555,2013Q1,S08000019,Urological,98,96,4.0,0.0,299670.0,0.0,0.0,0.0
556,2013Q1,S08000020,Breast,206,206,4.0,0.0,579200.0,0.0,0.0,0.0
557,2013Q1,S08000020,Cervical,12,12,4.0,0.0,579200.0,0.0,0.0,0.0
558,2013Q1,S08000020,Colorectal,136,134,4.0,0.0,579200.0,0.0,0.0,0.0
559,2013Q1,S08000020,Head & Neck,40,36,4.0,0.0,579200.0,0.0,0.0,0.0
560,2013Q1,S08000020,Lung,166,162,4.0,0.0,579200.0,0.0,0.0,0.0
561,2013Q1,S08000020,Lymphoma,48,48,4.0,0.0,579200.0,0.0,0.0,0.0
562,2013Q1,S08000020,Melanoma,44,44,4.0,0.0,579200.0,0.0,0.0,0.0
563,2013Q1,S08000020,Ovarian,18,18,4.0,0.0,579200.0,0.0,0.0,0.0
564,2013Q1,S08000020,Upper GI,96,96,4.0,0.0,579200.0,0.0,0.0,0.0
565,2013Q1,S08000020,Urological,210,200,4.0,0.0,579200.0,0.0,0.0,0.0
566,2013Q1,S08000022,Breast,118,108,4.0,0.0,320980.0,0.0,0.0,0.0
567,2013Q1,S08000022,Cervical,6,6,4.0,0.0,320980.0,0.0,0.0,0.0
568,2013Q1,S08000022,Colorectal,114,108,4.0,0.0,320980.0,0.0,0.0,0.0
569,2013Q1,S08000022,Head & Neck,24,24,4.0,0.0,320980.0,0.0,0.0,0.0
570,2013Q1,S08000022,Lung,90,88,4.0,0.0,320980.0,0.0,0.0,0.0
571,2013Q1,S08000022,Lymphoma,30,30,4.0,0.0,320980.0,0.0,0.0,0.0
572,2013Q1,S08000022,Melanoma,22,22,4.0,0.0,320980.0,0.0,0.0,0.0
573,2013Q1,S08000022,Ovarian,12,12,4.0,0.0,320980.0,0.0,0.0,0.0
574,2013Q1,S08000022,Upper GI,64,64,4.0,0.0,320980.0,0.0,0.0,0.0
575,2013Q1,S08000022,Urological,92,86,4.0,0.0,320980.0,0.0,0.0,0.0
576,2013Q1,S08000024,Breast,360,360,4.0,0.0,849720.0,0.0,0.0,0.0
577,2013Q1,S08000024,Cervical,18,18,4.0,0.0,849720.0,0.0,0.0,0.0
578,2013Q1,S08000024,Colorectal,278,268,4.0,0.0,849720.0,0.0,0.0,0.0
579,2013Q1,S08000024,Head & Neck,96,96,4.0,0.0,849720.0,0.0,0.0,0.0
580,2013Q1,S08000024,Lung,258,256,4.0,0.0,849720.0,0.0,0.0,0.0
581,2013Q1,S08000024,Lymphoma,84,84,4.0,0.0,849720.0,0.0,0.0,0.0
